"","name","race","gender","proffesion","affiliation","text"
"276","Philippa Eilhart","Human","Female","Advisor Mage"," King Vizimir II of Redania Lodge of Sorceresses","Philippa Eilhart (Polish: Filippa Eilhart) was King Vizimir's advisor and remained in Redania's court even after his death, for which she was likely responsible. She was one of the few sorceresses able to polymorph, and was thought to be ""no less than three hundred years old"" by 1267.[1]She led the Thanedd coup against the Brotherhood of Sorcerers, intending to neutralize suspected traitors allied with Nilfgaard. Later, she helped found the Lodge of Sorceresses and is considered its leader.She was one of the victims of the Witch Hunts, having been tortured and killed by Archpriest Willemer's men. Many years later, she was exonerated and canonized as Martyr Saint.Even though Geralt never met this sorceress face to face, her name appears in conversation then and again. It is also speculated that either she or Keira Metz was speaking with Triss Merigold through the latter's magic mirror at the very beginning of Chapter III.Philippa Eilhart maintained quarters in the dwarven town of Vergen, which she used to share with her ""lover"" and apprentice, a ""leashed sorceress"", Cynthia, as well as a house in Loc Muinne. Geralt first had an encounter with her at the end of Chapter I, using Síle's megascope while investigating the disappearance of Triss Merigold, if he aided Iorveth before the fight with Letho.Her nightstand in her Vergeni quarters is highlighted when the Witcher's Medallion is used, though it seems inaccessible.Philippa Eilhart was one of the playable heroes in the now defunct MOBA and had a lot of interesting weapons, skills, and skins. She was a mage class hero.Philippa Eilhart's wanted post, as it appears in NovigradPhilippa reappeared, having survived Loc Muinne, she fled to a hideout in southern Redania. In the quest Return to Crookback Bog, Geralt found a doll with obvious signs of black magic performed by the crones used to control the person this doll represents. The feathers on this doll immediately reminded Geralt of Philippa, but there was no definitive proof that the doll in fact represented her.She contacted Margarita Laux-Antille, explaining her plan to regrow her eyes by cultivating tissues on precious stones, just as Vilgefortz did, and to revive the Lodge. Then she went to Novigrad to seek help from her former lover, the sorcerer Arthur de Vleester. Having humiliated him in the past, de Vleester convinced her she'd be safer in her owl form, and then attached a dimeritium band around her ankle. Following de Vleester's execution during the witch hunts, Philippa fell into the possession of Zoltan Chivay, who affectionately named her Poppy.He later lost her to Sigismund Dijkstra, who made the mistake of removing her dimeritium band, and she returned to human form and attacked. Only Geralt's intervention put an end to her rampage. Philippa was then recruited to help stop the Wild Hunt in exchange for amnesty from Emperor Emhyr var Emreis. After Margarita was rescued from Oxenfurt, she and Philippa met with Ciri to offer her equal partnership in the Lodge, to which she declined.Philippa later assisted Geralt in seeking out the Sunstone to help in their plan to lure out the Wild Hunt. While searching through the Skellige caves, Philippa criticised Geralt for having an overprotective attitude towards Ciri, stating that the Lodge were not a pack of wolves he could scare away with his sword, to which the witcher insisted that he could because they were. Once they found the Sunstone, Geralt assumed that she would take the artifact for herself, but Philippa insisted that that was not the case. She then revealed her intentions: to take Yennefer's place at Emhyr's court and become Ciri's advisor, and hoped Geralt would take Yennefer with him and leave everything to her."
"277","Polycarp of Rinde","Human","Male","Knight"," Order of the Flaming Rose","Polycarp of Rinde was a half-brother of the Order of the Flaming Rose in 1271. He served the Order as the master at arms.Apparently, Polycarp hailed from the city of Rinde in southern Redania.In July 1271, when King Radovid V invited several Order Knights to Loc Muinne to act as a police force ensuring peaceful negotiations, Polycarp of Rinde was among them, accompanying Grand Master Siegfried of Denesle."
"278","Proximo","Human","Male",NA,NA,"Proximo Woodblade was the arena master of the arena in the Kaedweni camp in 1271.Proximo was responsible for the fighting in the arena, which was a form of entertainment which very much pleased King Henselt. He was also responsible for the reward offered in an announcement he posted on the notice board for getting rid of the rotfiends which plagued the areas around the camp."
"279","Radovid V","Human","Male",NA,NA,"Radovid V the Stern (Polish: Radowid V Srogi) was the king of Redania from the Redanian Dynasty in the last quarter of the 13th century. His reign became, along with witch hunts, one of the defining factors of the post-war period that followed the Peace of Cintra. Radovid was a polarizing figure: a brilliant strategist and a superb general by some, a paranoid madman by others. There were also many who took the middle view of his policies being harsh but justified.He inherited his titles and estates as the only son of King Vizimir II and Queen Hedwig of Malleore. His two older sisters were Dalimira and Milena. Even though his father died in 1267, Prince Radovid didn't succeed him immediately because he was only twelve at the time and for several years the kingdom was governed by a Regency Council under influential Duke Nitert and Count Sigismund Dijkstra, the then-spymaster of Redanian Secret Service.Radovid bore a deep aversion towards mages that stemmed from his father being secretly assassinated by an unknown elf at the behest of the sorceress advisor Philippa Eilhart,[N 3] who then pulled strings from behind his back, ruled in his name and dominated and demeaned him throughout his youth.Radovid was born in 1255 in Tretogor to the royal pair, King Vizimir II and Queen Hedwig of Malleore, as their third child. He grew up with two older sisters: Dalimira, informally known as Dalka, and Milena, who was known as Milka in a similar fashion. Dalka eventually dedicated her life to the priesthood after her failed engagement with King Foltest of Temeria, who instead chose to marry his own sister Adda, while Milka attended Aretuza to become a sorceress Millegarda.[2]When Prince Radovid was 9 years old he was formally engaged to Cirilla, Princess of Cintra, when she was 12. The engagement was formalized between his father and Queen Calanthe, Ciri's grandmother, but the king broke the engagement off after half a year without giving any explanation and Ciri and Radovid never even had a chance to talk to each other.[3]On the day of the outbreak of the Second Northern War with the Nilfgaardian Empire, his father had unexpectedly fallen victim to an elven assassin.[4] A fact unknown to practically anyone was that it was Philippa Eilhart, at the time fighting on Thanedd Island, who hired the elf in order to gain more direct rule. Redania fell into chaos, as usually happens in such circumstances, and Queen Hedwig was not in a state to control things.[N 3] The aristocracy started to organize itself into factions, attempting to tear some land out for each and every one of them. Several practically licked the boots of Nilfgaardian emissaries led by Shilard Fitz-Oesterlen and were ready to rule with Nilfgaardian blessing, only to be caught off guard and stopped by the famous Redanian Secret Service. There remained but a handful of those who were spared, those with important enough social status and armed might to maintain peace, like Duke Nitert.[4]Nitert was put in charge of the Regency Council appointed to save the realm from a total civil war and they managed to do so, by hanging everyone they deemed traitor in specially modified fortifications with internment camps - most infamous of which would be Drakenborg. Its members, however, overlooked their underage crown prince and none of the Northern Kingdoms' elites, not even Philippa who took it upon herself to raise him, expected him to grow into a firm monarch who would repay all humiliations he and his mother had suffered during the interregnum.A young but decisive, unrelenting King Radovid V's deed quickly earned him the epithet of ""the Stern"".[5]He began his reign by taking care of various nobles who ruled on their lands rather independently from Tretogor. He proved a capable political actor, manipulating events to the advantage of both his own position and Redania's. He utilized Redania's famed spy network to foster links with multiple potential allies, picking and choosing as he saw fit while ensuring those discarded were destroyed. In all his political actions, he attempted to embody the idea that a king should be ruthless towards his foes and generous to his friends.[6]King Radovid meeting Geralt for the first timeLooking to secure relations with Temeria, Radovid made his way to the kingdom's capital of Vizima in 1270. However, while there he eventually came into contact with Salamandra through some ""mutual acquaintances"" and thought he could make use of the criminal organization but ultimately concluded not to do so. Despite this, the witcher Geralt of Rivia happened across some of the criminals communicating via a mirror with the king, who only revealed he wasn't backing the group before closing off communications with the witcher.[7]Eventually, though, his hideout was discovered by the witcher. The two conversed for a bit, with Radovid revealing why he was in Vizima before asking the witcher's opinion on Adda the White, who he was seeing as a possible way to combine the two royal families. The two then parted ways.Back from Temeria, Radovid V began to gather his armies and erect fortresses. To counter the sorceresses' rising power, he invited the Order of the Flaming Rose to Redania and granted them lands.[8] He made several military reforms, espousing the idea that a soldier was only as good as their breastplate. He ensured that his armies were well-equipped, allowing his quartermasters as much gold as was needed to keep his infantry in solid armor. Aware that human soldiers were neither as strong as dwarves nor as dexterous as elves, identified their key advantage: their numbers. A mass of humans, led by a capable of commander, could overwhelm an individually superior force. His final military philosophy concerned the effectiveness of heavy cavalry, and he would suggest that any battlefield problem could be overcome by a gallant charge. These tactics would see him through several successful military campaigns, culminating in a subjugating nearly the entirety of the Northern Kingdoms and the defeat of the invading Nilfgaardian forces of Emhyr var Emreis' third invasion.[6]In July 1271, Radovid came to the deliberations at Loc Muinne, followed by a number of regular soldiers and knights of the Flaming Rose who were meant to ensure that peace talks remained peaceful, as well as step in if things did not go Redania's way. Shortly after arriving, the King imprisoned Phillipa Eilhart with the help of Nilfgaardian delegation. To avenge his father, he had her eyes gouged out and meant to execute her before she escaped.[8]When the Third Northern War broke out, Radovid remained the only monarch to have the strength to resist Nilfgaard. Taking advantage of this, during the winter break, he invaded a weakened Kaedwen and absorbed the Kaedwenian Army into his own. He also had Temerian partisans[9] and Kovirian mercenary companies at his disposal,[10] and considered utilizing the Crescent Moon, an influential independence movement in the Nilfgaard-conquered Nazair.[11]However, both Radovid and Emhyr had set their eyes on Novigrad, as whoever controlled the free city would not only have control over the ports, but its hefty treasury as well, therefore making victory likely for the one who gained control of it. To try and weaken the city for his taking, Radovid employed the services of Whoreson Junior, one of the ""Big Four"" of Novigrad's underground crime bosses, enticing him with money and a grand estate in Oxenfurt in return for turning on the other bosses and bringing about their downfall.His plan worked to a degree, but once it was clear that Junior had outlived his usefulness, Radovid decided to reveal his location to Geralt - who sought revenge on Whoreson Junior for unrelated reasons. However, Radovid took advantage of this and called upon Geralt for a favour; while onboard his flagship, the HMS Oxenfurt-Tretogor, Radovid asked the witcher for his help in finding and apprehending Philippa Eilhart.  	 		 		 		 			Radovid V as winner of war in Novigrad 		 	Radovid V as winner of war in NovigradIn the end, Radovid managed to defeat the invading Nilfgaardian forces, winning the Third Northern War. With this victory, Radovid absorbed all of the North - including Novigrad - into his own empire, resulting in him being known as the ""Protector of the North"".[9][6]Perhaps the most defining feature of Radovid's reign was his policy of relentless witch hunts. All over the North, groups such as mages, non-humans, herbalists and soothsayers were burned at the stake in mass numbers. Radovid seemingly lived up to an elderly age[6] and was remembered in the history as Radovid the Stern.[5] Many listed him alongside Cyrus Engelkind Hemmelfart as one of the key people responsible for the witch hunts.[12]  	 		 		 		 			Philippa stabbing Radovid 		 	Philippa stabbing RadovidSometime later on, while his ship was anchored in Novigrad, Radovid was approached by many others claiming to know where Philippa was, but seeing through these lies, he dealt brutal punishments to the deceivers, from having them blinded, their tongues and fingers cut off, or drowned. Geralt subsequently approached him, claiming to have found her location: St. Gregory's Bridge. After being provided proof in the form of Vizimir's ring, which Philippa had used to pass decrees in the late king's name, Radovid and his soldiers set off for the bridge at once.However, the king turned on the witcher, claiming that he irritated him, and ordered his men to kill him. The witcher was ultimately saved by the timely arrival of Temerian guerrillas, who ambushed the area and thusly caused Radovid to flee. At the last house, the monarch banged on the door to open up, but was stunned when Philippa opened the door to greet him; the sorceress then proceeded to blow powder in Radovid's face, blinding him and leaving him in agonizing pain, before she thrusted a dagger in his back, killing the king.[9]A beverage known as Redanian Herbal was called ""stern"" in honor of Radovid.[7]Radovid's Journal image"
"280","Ravanen Kimbolt","Human","Male",NA,NA,"Ravanen Kimbolt (born c. 1206)[1] was a Temerian aristocrat who, along with Boussy and Anaïs La Valette, became chief claimant to the throne in Vizima after King Foltest's assassination in April 1271. An old style magnate, he commands loyal forces in numbers so large that only a few of his countrymen can match him, among them his rival, Count Linus Maravel. He separates those around him into the nobly born and common folk, paying little attention to the latter - unless he has temporary use for them. Proud and gruff, he considers political power his birthright and has no patience for those who stand in his way. After the torture of both Aryan and Maria Louisa La Valette failed, Ravanen ordered a band of mercenaries to ambush a caravan with the royal bastards. The mercenaries never showed because Maravel, unaware of Kimbolt's attempt, diverted it, accidentally killing Boussy in the process. When Geralt managed to reveal Maravel's betrayal to Nilfgaard, Constable John Natalis arrested him immediately. Provided that Geralt also revealed Baron Kimbolt's plan to kill Boussy, the witcher was awarded the Medal of Distinguished Service to Temeria but Kimbolt wasn't arrested as Natalis didn't have the manpower to command both men's units. However, with the new information he was able to blackmail the aristocrat into helping him out.He also apparently ordered a Kimbolt Way to be constructed in Velen, directed towards Oxenfurt, meant to act as a safe escape route in case his plans to take power after his cousin's death went awry.[2]"
"281","Raymond Gessler","Dwarf",NA,NA,NA,"Raymond Gessler is a secondary character in The Witcher 2: Assassins of Kings. He is a merchant and dice poker player who can be found in the camp followers' encampment during chapter II. With patch 1.3 installed, he also provides storage services."
"282","Relic peddler","Human","Male",NA,NA,"The Relic peddler (referred to as ""Relic seller"" in the journal heading) is a secondary character in The Witcher 2: Assassins of Kings. He is a merchant and dice poker player who can be found in the Kaedweni camp canteen during Chapter II.He claims to sell ""relics, artifacts, trinkets and talismans — hallowed and highly valuable"" but his actual inventory is far less impressive."
"283","Renuald aep Matsen","Human","Male","Soldier"," Nilfgaardian Empire Impera Brigade (formerly)","Renuald aep Matsen is a secondary character in The Witcher 2: Assassins of Kings. He appears if Geralt chooses to rescue Triss instead of Anais La Valette or Philippa. He is also seen together with Shilard Fitz-Oesterlen in the decompression of Triss cutscene (Iorveth's path). On Roche's path, he can be seen training his soldiers near Loc Muinne's market square, in Chapter III."
"284",NA,NA,NA,NA," Geralt of Rivia","Roach (Polish: Plotka) is the name that Geralt of Rivia, the witcher, gives to all of his horses. His preference is for mares.The name refers to the roach (Rutilus rutilus), a common European fresh water fish. It has nothing to do with the cockroach, and nothing directly to do with the either the French given name ""Roche"" or the character Vernon Roche. Though the English term for the fish (""roach"") does in fact share its origin with ""Roche"": both terms come from the French word for ""rock"".It's worth noting that the original name for the horse in Polish is ""Plotka"", a diminutive form of the word ""Ploc"" (meaning ""roach""). Diminutives are endearing in Polish, so a more direct translation would have been something along the lines of ""Roachy"" or ""Roachie"".Moreover, the Polish word is female gendered which corresponds with Geralt's preference for mares - it would be odd for a stallion to be called ""Plotka"". The tender tone as well as the gender of the name is lost in the translation.However, ""Plotka"" has another meaning which is ""small fry"". In the Polish version of the third game, this is brought up during Broken Flowers if Geralt beats Morvran Voorhis in a race, who will praise him by saying ""Impressive rider skills from someone for whom every horse is a small fry."" In this meaning the name becomes gender neutral, thus can be used for a stallion as well.Horse combatThe horse Geralt owned throughout the game is named Roach. There is a number of equipment available for Roach: saddles, saddlebags, and horse blinders. Saddles let Roach gallop full speed longer, saddlebags increases Geralt's inventory limit, and the blinders decreases the rate that Roach's fear level rises.In a contrast to the previous games, trophies gained from contracted monsters appear tied to Roach's saddle instead of on Geralt's person. If Geralt visits Emhyr after he finds Ciri, and does not accept the coin offered, when he leaves he is granted a black Pure Bred Nilfgaardian thoroughbred stallion. After this event, whenever Roach is called, a black horse appears instead of the original bay mare."
"285","Roderick of Daevon","Human","Male",NA,NA,"Roderick of Daevon is a minor character and a Elite Kaedweni Knight featured in The Witcher 2: Assassins of Kings during the Chapter II. He can be found in the tent near main gate to Kaedweni camp. He is likely from Daevon and belongs to Henselt's trusted knights, meaning he knows that king can be very touchy when it comes to his safety."
"286","Rupert Brandhuber","Human","Male","Medic"," Aedirnian Army","Rupert Brandhuber is a secondary character in The Witcher 2: Assassins of Kings. He was a Field Medic within Aedirnian Military during the Second Northern War."
"287","Sabrina Glevissig","Human","Female","Advisor Mage"," King Henselt of Kaedwen Lodge of Sorceresses","Brown (games)Sabrina Glevissig of Ard Carraigh was a sorceress and an advisor to King Henselt as well as a member of the Lodge of Sorceresses. She often wore provocative outfits to underline her beauty. She is related to Jade Glevissig.She and Yennefer seemed to be rivals of a sort, though they both feigned friendship with each other and claimed to be the younger of the pair and took offense to being called former classmates.Sabrina appears in this premium module for The Witcher, originally released without voices in April, then re-released as part of the The Witcher: Enhanced Edition in a fully voiced version in September 2008.Based in the surroundings of the Kaer Morhen stronghold, The Price of Neutrality finds Geralt coming back to the witchers base of operations for the winter. Coming across a small camp near the stronghold, Geralt meets a nobleman and Sabrina Glevissig, who are trying to find a young woman staying in the stronghold.Born under the Black Sun and prophesied to ruin the world, Deidre is Eskel's surprise child and the sister of the nobleman who wants to make sure she will not have the crown. Sabrina wants to kill her as well to examine her body and discover the truth about the Black Sun — being a witcher, Geralt has to choose who he sides with.Sabrina stays in her very luxuriously appointed tent in the camp across the ford from the keep. She uses a particularly impressive illusion to bring her interior décor up to her standards. This décor also includes a ""boy"", actually a young man, presumably conjured to help her while away the lonelier times as she waits for Deidre to be delivered to her. She also dabbles in sales.and she will buy wolf pelts, basilisk hides, books and most potion ingredients.""The Price of Neutrality"" takes place before the Witcher saga, even though in the books Geralt first met Sabrina on Thanedd Island, in Time of Contempt.There is a gwent card with her name. It is part of Geralt's initial base deck for Northern Kingdoms."
"288","Saesenthessis Human form Dragon form","Dragon","Female",NA,NA,"Saesenthessis, commonly known amongst people as Saskia the Dragonslayer or the Virgin of Aedirn, was a dragon with the ability to take on the form of a human. She was a key player in the battle of Vergen and depending on the outcome, queen of the independent realm of Upper Aedirn.She was the daughter of the famous golden dragon Villentretenmerth and the green dragon Myrgtabrakke.She was born when the famous Hunt for a Dragon occurred, in which a group consisting of various individuals tried to hunt down and kill her mother, a green dragon named Myrgtabrakke. The little hatchling was in grave danger after the group poisoned Myrgtabrakke until a golden dragon, Villentretenmerth, appeared and, with a little help, defeated the attackers. It turned out that the hatchling was the golden dragon's child and, after thanking those who helped him, he left with his newborn.[1]Villentretenmerth raised the little dragon and taught her everything he knew, including his views on various topics such as the equality of all life, justice, and honor. She was given the name Saesenthessis and she accepted her father's views as her own. Because she was a cross-breed, her mother being a Green dragon and father a Golden one, she inherited the skill of polymorphism, though in her case, it was extremely limited - she was only able to take one alternate form, that of a beautiful human maid.However her ""childhood"" did not take a long time and soon her father left her on her own. Though that might sound harsh, it was actually a common practice among dragons. So young Saesenthessis began to travel the world alone.Saesenthessis in a form of human warrior, Saskia the DragonslayerOn her travels, she met an Elven commander of a Scoia'tael unit, Iorveth. Not much is known about their meeting but they respected each other. It was Iorveth who gave her the idea about her fictional alias and thus she took a human form and adopted the name Saskia. They came up with her entire history - she was from Aedirn and there she fought and killed a dragon, giving her the moniker Saskia the Dragonslayer. She was active in the kingdom of Aedirn, where she attracted many folks of different race and stock. Her ideals about freedom and equality lured the oppressed from far away who soon started to call her the Virgin of Aedirn.She eventually moved to the city of Vergen in the Pontar Valley. Here, she created quite a unique city where dwarves, men, and elves lived together as equals. Though things looked great initially, a tragic event soon occurred where King Demavend III, Lord of Aedirn, was assassinated. While the late king's son, Prince Stennis, was in place as Aedirn's heir, another king, Henselt of Kaedwen, decided to take advantage of the disarray and sent an invasive force to the Pontar Valley with the intention of annexing it. Thus the prince and his noblemen joined forces with the Dragonslayer and came to the city of Vergen.Saskia and Prince Stennis dealing with King HenseltAround this time, a different conflict occurred. In Temeria, King Foltest laid siege on La Valette Castle. Saskia knew the young lord Aryan La Valette and agreed with his views on equality so she left Vergen and flew to the battlefield to help him. She attacked the invading forces of the king but after a while she was driven away, but not for long. She returned and attacked with wrath, almost burning alive the king himself. He was saved in the last moment by the witcher Geralt of Rivia, who pierced his silver sword into her maw. This injured her enough and she left the battlefield and returned to Vergen.Not long after, she was invited along with Prince Stennis to negotiate with the invading Henselt. As expected, the negotiations were not easy and eventually ended up in a duel. This duel however was interrupted when the King killed a monk named Olcan and his blood activated a dormant curse.During that moment, a duo entered the field - a witcher Geralt of Rivia and Scoia'tael commander Iorveth. They quickly came to help and fought all the spectral knights and a few draugirs but whenever they killed one of the spectral foe, other appeared. Fortunately, they received help from a magical owl that shielded them and safely guided the group through the spectral mist thus the dragon, the prince and both warriors came safely to the city of Vergen where it was revealed that the owl was none other that the famous sorceress Philippa Eilhart. Saskia during The War Council, drinking from a dwarven ceremonial chalice, just a second before falling unconscious due to effects of ThaumadorIt was soon decided that a war council should assemble to deal with the curse and the coming of the Scoia'tael unit led by Iorveth. Though the members of the council were not happy to see Iorveth, whom they considered a mere bandit and murderer, an agreement was eventually reached. Unfortunately, when Saskia raised her chalice for a ceremonial toast, she fell down unconscious - poisoned. Philippa discovered that the poison was Thaumador, called also Magepain. This was very dangerous and Saskia's life hung by a thread. The sorceress took her into her care and prepared a list of various ingredients that could cure the Virgin of Aedirn. Thus the famous witcher started his quest to cure the Dragonslayer. Meanwhile, Iorveth decided to leave Vergen and find more elves to join the fight.As always, Geralt was successful and eventually acquired all the necessary items needed for the cure, including the petal from a rose of remembrance. Philippa used all the items and was able to heal Saskia though for a time, she was very weak and had to rest. Around that time, the witcher also lifted the curse on the battlefield. With the cursed mist gone, nothing stood in the way of the invasion and Henselt did not want to waste any more time.In the end, it turned out that it was Olcan who poisoned her.When Geralt woke up from the deep sleep caused by the process of lifting the curse, Vergen was already prepared for a battle. Saskia told the witcher what should he do and where should he help so as always, he did. The defending forces fought bravely at the main gate and with the witcher's help killed many invaders but they were simply outnumbered. That is why they decided to use a burning oil to massacre the first wave and then they retreated to the second gate. Invaders soon regrouped and led by the sorcerer Dethmold, quickly advanced to the gate and beyond it.Here, Saskia fought side by side with the witcher and they repelled one wave after another. However Saskia received information, that a group of Kaedweni soldiers and Dethmold found the way to the mines and wanted to use them to attack Vergen from behind. Thus Saskia decided to take Geralt and go to the mines. Here they were ambushed by Dethmold and his men. The duo was outmatched and was almost defeated. Saskia had no other choice so she changed to her true form. The dragon quickly defeated all the soldiers - excluding the sorcerer who fled via portal - thus saving the witcher. She told him the truth about her origin, and the need for the ruse with the whole Dragonslayer story. She also confirmed that it was indeed her, who fought at the La Valette castle and who was wounded by a witcher's sword. Geralt decided to keep her secret and they returned to the surface and rejoined the battle. With a return of Iorveth and his archers, the battle was won and invaders repelled. The king was brought before the Dragonslayer and the sorceress Philippa to hear the conditions of a surrender.Saskia declared an independent kingdom of Pontar Valley with herself as its Queen and Philippa as her advisor. Henselt agreed that he would recognise the state and Saskia as its ruler and sweared that he will not invade again. After that Saskia demanded one additional thing - execution of the sorcerer Dethmold. Henselt had no choice but to consent and thus the mage was decapitated. After the execution, Saskia released the king and along with Philippa left for Loc Muinne where a great meeting of the northern kingdoms was taking place.The execution of Dethmold however was not unnoticed by Saskia's people and especially Iorveth, who never thought she would take a life of a prisoner without due process. Iorveth believed that Saskia behaved strangely so he and the witcher decided to search Philippa's house for any evidence. They indeed find the recipe for the Thaumador poisoning that did not included the Rose of remembrance and discovered that by adding the petal, Philippa spell-bounded Saskia's will to her own. In essence, Saskia was controlled by Philippa.That angered Iorveth who decided to travel to Loc Muinne and confront the sorceress. As usual, the witcher went with him.In this version of events, Geralt arrived at the scene of the duel in a different company. That of the commander of Temerian special forces Blue Stripes, Vernon Roche. Together they joined the forces of king Henselt and with the sorcerer Deathmold, they managed to get through the spectral mist safely to the Kaedweni camp.The witcher had to lift the curse with the same items and in order to do it, he had to visit the city of Vergen. During his pursuits, he was able to meet Saskia herself, who offered him a place at her side. Unfortunately, he was forced to reject her offer. When he managed to acquire all the items, he was able to lift the mist and thus opened a way for the king to finally attack the city.After a series of events at Henselt's camp, Geralt and Roche joined the battle for Vergen on the side of the defenders. However, the defending forces were quickly outmatched and after a while, the battle was lost and Henselt emerged victorious. But he did not managed to capture either Saskia, or her advisor, sorceress Philippa Eilhart, as the duo fled to the Loc Muinne via portal.Not long after arriving to the city of Loc Muinne, Phillipa was arrested by the king of Redania, Radovid V the stern. Saskia was not able to help her mistress and retreated with another sorceress, Síle de Tansarville, an ally of Philippa. Thanks to the spell, Saskia was very anxious and wanted nothing more than to help Philippa but Síle told her to wait and be ready for the Summit itself.Iorveth and Geralt arrived to the city before the summit only to find out, that Philippa was arrested. They decided to find her and persuade her to lift the spell from Saskia. The witcher managed to discover, that she was kept in the dungeon under control of Redanian forces. The sorceress was interrogated there by the Radenian king himself and he let her eyes to be gouged out. Blinded Philippa was discovered by the Witcher, who quickly defeated all the guards and then turned to the sorceress herself.If Geralt decides to help Philippa: Geralt decided to help the sorceress to get to her house with promise, that she would give him a magical dagger, that would lift the spell from Saskia. He managed to get her home, but as was expected, Philippa turned on him. The witcher not only ended up surviving, he also managed to aquire the promised dagger. Thus he was ready to join the Summit.If Geralt decids not to help Philippa: Geralt argued with blinded Philippa, but ultimately, decided that saving his lover and friend Triss Merigold is more important and thus instead of Philippa, he captured a Nilfgaardian ambassador Shilard Fitz-Oesterlen. Philippa was left on her own and had to manage herself.Saesenthessis attacking the Loc Muinne SummitIf Geralt kills the dragon: The witcher decided that letting the dragon live was too dangerous thus, he ended her suffering with a powerful strike from his sword, ending the life of great Saesenthessis.If Geralt spares the dragon: The witcher decided that he would stay by his code and will not kill such a magnificent creature as a dragon. He simply left her and returned to the city.If Geralt lifts the curse: Geralt used the opportunity and decided to lift the curse. He stabbed the dragon with the magical dagger and caused it to transform to her human form. Saskia recovered from the spell as well as the wound she suffered and she thanked the witcher. She told him more things about herself, including the fact, that her father was none other then the Golden dragon Villentretenmerth, who Geralt met and befriended many years ago. The duo said their farewell and departed each to a different place, Geralt returned back to the Loc Muinne and Saskia to Vergen.The dragon's attack on Loc MuinneIn this version, Geralt arrived at Loc Muinne in the company of Vernon Roche. He never discovered about Philippa nor had he met the Dragonslayer herself. That is, not until the summit itself in which Síle, after being exposed, summoned Saskia in her true form. The dragon caused chaos and quickly recovered her ally and flew with her away from the blaze. They were however followed by the witcher Geralt. Geralt eventually stood against the dragon and after a confrontation, was able to gain the upper hand, by anchoring himself to her with his steel sword. Saesenthessis attempted to throw the witcher but to no avail, the witcher eventually managing to send the dragon down to the ground, impaling herself on a broken tree. The witcher was then faced with another decision: to let the dragon live or not.If Geralt kills the dragon: The witcher decided that letting the dragon live was too dangerous thus, he ended her suffering with a powerfull strike from his sword, ending the life of great Saesenthessis.If Geralt spares the dragon: The witcher decided that he would stay by his code and will not kill such a magnificient creature as dragon. He simply left her and returned to the city.[2]Saskia in the comic bookNot fully recovered from Philippa Eilhart's spell, Saskia (while in dragon form) unintentionally killed a group of dwarfs during the first expedition against the Chelonodrake. Come morning, she, once again in human form, returned to Vergen and swore before all the inhabitants never again to transform into a dragon.Three weeks later, Saskia and Yarpen Zigrin talked to Geralt about the Chelonodrake and convinced him to help them slay the monster. Five days later she, Geralt, Eggar, Maevarienn, and Yarpen created a plan to kill the monster.Two days later, the group, accompanied by Barclay Els, went on the final expedition against the Chelonodrake. After defeating the monster, Saskia broke her promise and transformed in to a dragon to get the heavily wounded Barclay to the dwarven medics quicker. Unfortunately, she brought him in too late, and so she decided to leave Vergen.Some time later, Saskia found Geralt in a jungle and they had a chat around a campfire and she ultimately decided to return to Vergen to help the residents fight off the incoming Nilfgaardian forces. However, during the beginning of the Third Northern War, the Nilfgaardian Army quickly conquered all the northern territories up to the Pontar river, including Upper Aedirn, and thus Saskia's independent realm met its end. While it was implied that Saskia never made it out of Vergen alive,[3] she in fact retreated and, for the remainder of the war, stayed alive and well.[4]Saskia was one of the playable heroes in the now defunct MOBA."
"289","Sambor","Human","Male",NA,NA,"Sambor was a merchant, dice poker player, and (with patch 1.2 installed) barber who can be found in the camp followers' encampment during chapter II."
"290","Seherim","Elf (Aen Seidhe)",NA,NA,NA,"Seherim is a secondary character in Chapter I of The Witcher 2: Assassins of Kings. He is one of the elves who live in Lobinden and can be found on the observation tower, often in the company of Cedric. He is tormented by the loss of his partner, Moril, who disappeared under mysterious circumstances nearly a year earlier.If Geralt sides with Vernon, he and Ves find Moril, heavily pregnant and being held prisoner by Bernard Loredo. During the rescue, Moril gives birth to a baby boy, but such is her despair that she commits suicide. Geralt then leaves the child in Seherim's care."
